Cover.Site,Cover.Community,Cover.Plot.ID,Cover.Sub.Plot.Number,Cover.Strata,Cover.Species,Cover.Percent,
LS,Forest,5,4,U,WATER,5,
LS,Forest,5,5,U,TYPHA,10,
LS,Forest,5,5,U,BAHA,10,
LS,Forest,5,5,U,TORA,10,
LS,Forest,5,5,U,UNKN WOOD,5,
LS,Forest,5,5,U,DISP,5,
LS,Forest,5,5,U,UNKN GRASS,50,
LS,Forest,5,5,U,BARE,30,
LS,Forest,5,5,U,DEAD,5,
LS,Transition,6,1,U,SCAM,5,
LS,Transition,6,1,U,SPAL,15,
LS,Transition,6,1,U,DISP,25,
LS,Transition,6,1,U,DEAD,10,
LS,Transition,6,1,U,WATER,75,
LS,Transition,6,2,U,SCAM,5,
LS,Transition,6,2,U,SPAL,10,
LS,Transition,6,2,U,DISP,15,
LS,Transition,6,2,U,WATER,85,
LS,Transition,6,3,U,SPPA,5,
LS,Transition,6,3,U,DEAD,5,
LS,Transition,6,3,U,WATER,95,
LS,Transition,6,4,U,SCAM,5,
LS,Transition,6,4,U,DISP,5,
LS,Transition,6,4,U,SPPA,40,
LS,Transition,6,4,U,WATER,50,
LS,Transition,6,5,U,WATER,100,
LS,Transition,7,1,U,SPAL,25,
LS,Transition,7,1,U,DISP,30,
LS,Transition,7,1,U,SPPA,5,
LS,Transition,7,1,U,DEAD,5,
LS,Transition,7,1,U,WATER,45,
LS,Transition,7,2,U,DISP,30,
LS,Transition,7,2,U,SCAM,40,
LS,Transition,7,2,U,WATER,40,
LS,Transition,7,3,U,DEAD,5,
LS,Transition,7,3,U,SCAM,10,
LS,Transition,7,3,U,DISP,50,
LS,Transition,7,3,U,WATER,40,
LS,Transition,7,4,U,SPAL,10,
LS,Transition,7,4,U,DISP,15,
LS,Transition,7,4,U,DEAD,10,
LS,Transition,7,4,U,WATER,85,
LS,Transition,7,5,U,SCAM,5,
LS,Transition,7,5,U,DEAD,5,
LS,Transition,7,5,U,DISP,20,
LS,Transition,7,5,U,WATER,80,
LS,Transition,3,1,U,SCAM,5,
LS,Transition,3,1,U,DISP,35,
LS,Transition,3,1,U,WATER,60,
LS,Transition,3,2,U,SCAM,15,
LS,Transition,3,2,U,DISP,20,
LS,Transition,3,2,U,DEAD,5,
LS,Transition,3,2,U,WATER,75,
LS,Transition,3,3,U,WATER,100,
LS,Transition,3,4,U,SCAM,15,
LS,Transition,3,4,U,DISP,30,
LS,Transition,3,4,U,WATER,60,
LS,Transition,3,5,U,SCAM,5,
LS,Transition,3,5,U,SPPA,5,
LS,Transition,3,5,U,DEAD,5,
LS,Transition,3,5,U,WATER,95,
LS,Transition,5,1,U,SCAM,10,
LS,Transition,5,1,U,DISP,35,
LS,Transition,5,1,U,DEAD,10,
LS,Transition,5,1,U,WATER,55,
LS,Transition,5,2,U,SCAM,30,
LS,Transition,5,2,U,DISP,30,
LS,Transition,5,2,U,SPPA,5,
LS,Transition,5,2,U,WATER,70,
LS,Transition,5,3,U,SCAM,5,
LS,Transition,5,3,U,DISP,5,
LS,Transition,5,3,U,SPPA,15,
LS,Transition,5,3,U,WATER,90,
LS,Transition,5,4,U,SCAM,15,
LS,Transition,5,4,U,DISP,35,
LS,Transition,5,4,U,WATER,60,
LS,Transition,5,5,U,SPPA,5,
LS,Transition,5,5,U,SCAM,5,
LS,Transition,5,5,U,DISP,35,
LS,Transition,5,5,U,DEAD,10,
LS,Transition,5,5,U,WATER,50,
LS,Transition,1,1,U,SPPA,40,
LS,Transition,1,1,U,SCAM,5,
LS,Transition,1,1,U,BARE,5,
LS,Transition,1,1,U,WATER,50,
LS,Transition,1,2,U,SCAM,5,
LS,Transition,1,2,U,SPAL,5,
LS,Transition,1,2,U,CLJA,10,
LS,Transition,1,2,U,DISP,40,
LS,Transition,1,2,U,DEAD,10,
LS,Transition,1,2,U,BARE,5,
LS,Transition,1,2,U,WATER,35,
LS,Transition,1,3,U,SPPA,10,
LS,Transition,1,3,U,DISP,15,
LS,Transition,1,3,U,SCAM,30,
LS,Transition,1,3,U,WATER,75,
LS,Transition,1,4,U,SCAM,10,
LS,Transition,1,4,U,DISP,20,
LS,Transition,1,4,U,WATER,90,
LS,Transition,1,4,U,DEAD,5,
LS,Transition,1,5,U,SCAM,5,
LS,Transition,1,5,U,DISP,20,
LS,Transition,1,5,U,WATER,85,
LS,Forest,7,1,U,CLJA,5,
LS,Forest,7,1,U,DEAD,5,
LS,Forest,7,1,U,GRASS,35,
LS,Forest,7,1,U,BARE,10,
LS,Forest,7,1,U,WATER,50,
LS,Forest,7,2,U,DEAD,5,
LS,Forest,7,2,U,GRASS,15,
LS,Forest,7,2,U,SCAM,15,
LS,Forest,7,2,U,WATER,80,
LS,Forest,7,3,U,CLJA,55,
LS,Forest,7,3,U,GRASS,30,
LS,Forest,7,3,U,TORA,15,
LS,Forest,7,3,U,WOVI,5,
LS,Forest,7,3,U,BARE,15,
LS,Forest,7,3,U,WATER,5,
LS,Forest,7,3,U,DEAD,5,
LS,Forest,7,4,U,GRASS,40,
LS,Forest,7,4,U,DISP,25,
LS,Forest,7,4,U,WATER,15,
LS,Forest,7,4,U,BARE,15,
LS,Forest,7,4,U,DEAD,5,
LS,Forest,7,5,U,GRASS,10,
LS,Forest,7,5,U,CLJA,15,
LS,Forest,7,5,U,WATER,90,
LS,Forest,2,1,U,RUAR,15,
LS,Forest,2,1,U,CLJA,30,
LS,Forest,2,1,U,GRASS,5,
LS,Forest,2,1,U,TORA,10,
LS,Forest,2,1,U,MYCE,10,
LS,Forest,2,1,U,DEAD,10,
LS,Forest,2,1,U,BARE,30,
LS,Forest,2,1,U,WATER,40,
LS,Forest,2,1,U,WOVI,5,
LS,Forest,2,2,U,WOVI,10,
LS,Forest,2,2,U,GRASS,5,
LS,Forest,2,2,U,TORA,5,
LS,Forest,2,2,U,KOVI,5,
LS,Forest,2,2,U,DEAD,10,
LS,Forest,2,2,U,BARE,20,
LS,Forest,2,2,U,WATER,40,
LS,Forest,2,2,U,CLJA,40,
LS,Forest,2,3,U,RUAR,5,
LS,Forest,2,3,U,MYCE,5,
LS,Forest,2,3,U,GRASS,5,
LS,Forest,2,3,U,CLJA,30,
LS,Forest,2,3,U,BARE,5,
LS,Forest,2,3,U,DEAD,10,
LS,Forest,2,3,U,WATER,70,
LS,Forest,2,4,U,GRASS,5,
LS,Forest,2,4,U,KOVI,5,
LS,Forest,2,4,U,CLJA,20,
LS,Forest,2,4,U,MYCE,5,
LS,Forest,2,4,U,WOVI,5,
LS,Forest,2,4,U,BARE,5,
LS,Forest,2,4,U,DEAD,5,
LS,Forest,2,4,U,WATER,90,
LS,Forest,2,5,U,KOVI,5,
LS,Forest,2,5,U,ILGL,5,
LS,Forest,2,5,U,MYCE,10,
LS,Forest,2,5,U,GRASS,5,
LS,Forest,2,5,U,CLJA,20,
LS,Forest,2,5,U,BARE,85,
LS,Forest,2,5,U,WATER,5,
LS,Forest,2,5,U,DEAD,5,
LS,Forest,3,1,U,GRASS,60,
LS,Forest,3,1,U,DEAD,5,
LS,Forest,3,1,U,CLJA,5,
LS,Forest,3,1,U,BAHA,10,
LS,Forest,3,1,U,BARE,20,
LS,Forest,3,1,U,WATER,30,
LS,Forest,3,2,U,CLJA,40,
LS,Forest,3,2,U,GRASS,15,
LS,Forest,3,2,U,BARE,10,
LS,Forest,3,2,U,WATER,40,
LS,Forest,3,3,U,GRASS,10,
LS,Forest,3,3,U,OSRE,5,
LS,Forest,3,3,U,CLJA,30,
LS,Forest,3,3,U,DEAD,5,
LS,Forest,3,3,U,WATER,90,
LS,Forest,3,3,U,BAHA,5,
LS,Forest,3,4,U,GRASS,5,
LS,Forest,3,4,U,OSRE,5,
LS,Forest,3,4,U,RUAR,5,
LS,Forest,3,4,U,CLJA,20,
LS,Forest,3,4,U,DEAD,5,
LS,Forest,3,4,U,BARE,20,
LS,Forest,3,4,U,WATER,60,
LS,Forest,3,5,U,WOVI,5,
LS,Forest,3,5,U,GRASS,5,
LS,Forest,3,5,U,CLJA,20,
LS,Forest,3,5,U,DEAD,5,
LS,Forest,3,5,U,BARE,5,
LS,Forest,3,5,U,WATER,90,
LS,Forest,1,1,U,CLJA,10,
LS,Forest,1,1,U,GRASS,5,
LS,Forest,1,1,U,BARE,10,
LS,Forest,1,1,U,WATER,85,
LS,Forest,1,2,U,CLJA,15,
LS,Forest,1,2,U,GRASS,5,
LS,Forest,1,2,U,DEAD,5,
LS,Forest,1,2,U,BARE,5,
LS,Forest,1,2,U,WATER,90,
LS,Forest,1,3,U,CLJA,25,
LS,Forest,1,3,U,DEAD,5,
LS,Forest,1,3,U,BARE,5,
LS,Forest,1,3,U,GRASS,5,
LS,Forest,1,3,U,WATER,80,
LS,Forest,1,4,U,CLJA,20,
LS,Forest,1,4,U,GRASS,5,
LS,Forest,1,4,U,BARE,10,
LS,Forest,1,4,U,DEAD,10,
LS,Forest,1,4,U,WATER,70,
LS,Forest,1,5,U,SPPA,15,
LS,Forest,1,5,U,CLJA,10,
LS,Forest,1,5,U,SCAM,15,
LS,Forest,1,5,U,WATER,90,
LS,Forest,4,1,U,TORA,5,
LS,Forest,4,1,U,KOVI,5,
LS,Forest,4,1,U,PEPA,5,
LS,Forest,4,1,U,GRASS,30,
LS,Forest,4,1,U,CLJA,40,
LS,Forest,4,1,U,DEAD,5,
LS,Forest,4,1,U,BARE,5,
LS,Forest,4,1,U,WATER,30,
LS,Forest,4,2,U,CLJA,40,
LS,Forest,4,2,U,BARE,5,
LS,Forest,4,2,U,WATER,90,
LS,Forest,4,3,U,CLJA,50,
LS,Forest,4,3,U,GRASS,5,
LS,Forest,4,3,U,KOVI,5,
LS,Forest,4,3,U,MYCE,5,
LS,Forest,4,3,U,UNK HERB,5,
LS,Forest,4,3,U,TORA,10,
LS,Forest,4,3,U,BARE,20,
LS,Forest,4,3,U,WATER,10,
LS,Forest,4,3,U,DEAD,20,
LS,Forest,4,4,U,CLJA,20,
LS,Forest,4,4,U,DEAD,10,
LS,Forest,4,4,U,GRASS,5,
LS,Forest,4,4,U,WATER,90,
LS,Forest,4,5,U,CLJA,5,
LS,Forest,4,5,U,DEAD,5,
LS,Forest,4,5,U,WATER,95,
LS,Marsh,6,1,U,DISP,80,
LS,Marsh,6,1,U,SCAM,5,
LS,Marsh,6,1,U,WATER,30,
LS,Marsh,6,2,U,DEAD,5,
LS,Marsh,6,2,U,WATER,95,
LS,Marsh,6,3,U,DISP,5,
LS,Marsh,6,3,U,DEAD,10,
LS,Marsh,6,3,U,WATER,90,
LS,Marsh,6,4,U,DISP,15,
LS,Marsh,6,4,U,DEAD,10,
LS,Marsh,6,4,U,WATER,85,
LS,Marsh,6,5,U,DEAD,5,
LS,Marsh,6,5,U,WATER,100,
LS,Marsh,7,1,U,SCAM,5,
LS,Marsh,7,1,U,DISP,85,
LS,Marsh,7,1,U,DEAD,10,
LS,Marsh,7,1,U,WATER,15,
LS,Marsh,7,2,U,SCAM,5,
LS,Marsh,7,2,U,DISP,65,
LS,Marsh,7,2,U,DEAD,10,
LS,Marsh,7,2,U,WATER,25,
LS,Marsh,7,3,U,SCAM,5,
LS,Marsh,7,3,U,DISP,85,
LS,Marsh,7,3,U,DEAD,10,
LS,Marsh,7,3,U,WATER,5,
LS,Marsh,7,4,U,SCAM,10,
LS,Marsh,7,4,U,DISP,40,
LS,Marsh,7,4,U,DEAD,10,
LS,Marsh,7,4,U,WATER,50,
LS,Marsh,7,5,U,DEAD,5,
LS,Marsh,7,5,U,WATER,100,
LS,Marsh,3,1,U,SCAM,10,
LS,Marsh,3,1,U,DISP,30,
LS,Marsh,3,1,U,DEAD,5,
LS,Marsh,3,1,U,WATER,70,
LS,Marsh,3,2,U,SCAM,5,
LS,Marsh,3,2,U,DISP,15,
LS,Marsh,3,2,U,DEAD,10,
LS,Marsh,3,2,U,WATER,75,
LS,Marsh,3,3,U,SCAM,15,
LS,Marsh,3,3,U,DEAD,5,
LS,Marsh,3,3,U,WATER,90,
LS,Marsh,3,4,U,SCAM,10,
LS,Marsh,3,4,U,DISP,15,
LS,Marsh,3,4,U,WATER,85,
LS,Marsh,3,5,U,SCAM,10,
LS,Marsh,3,5,U,DISP,10,
LS,Marsh,3,5,U,WATER,90,
LS,Marsh,4,1,U,SCAM,10,
LS,Marsh,4,1,U,DEAD,5,
LS,Marsh,4,1,U,WATER,95,
LS,Marsh,4,2,U,SCAM,40,
LS,Marsh,4,2,U,DEAD,5,
LS,Marsh,4,2,U,WATER,60,
LS,Marsh,4,3,U,DISP,5,
LS,Marsh,4,3,U,DEAD,10,
LS,Marsh,4,3,U,WATER,90,
LS,Marsh,4,4,U,DISP,5,
LS,Marsh,4,4,U,DEAD,5,
LS,Marsh,4,4,U,WATER,95,
LS,Marsh,4,5,U,SCAM,15,
LS,Marsh,4,5,U,DISP,50,
LS,Marsh,4,5,U,DEAD,15,
LS,Transition,4,1,U,DISP,25,
LS,Transition,4,1,U,DEAD,10,
LS,Transition,4,1,U,WATER,80,
LS,Transition,4,2,U,DISP,5,
LS,Transition,4,2,U,DEAD,5,
LS,Transition,4,2,U,WATER,95,
LS,Transition,4,3,U,DISP,10,
LS,Transition,4,3,U,DEAD,5,
LS,Transition,4,3,U,WATER,90,
LS,Transition,4,4,U,SCAM,5,
LS,Transition,4,4,U,DISP,60,
LS,Transition,4,4,U,DEAD,15,
LS,Transition,4,4,U,WATER,30,
LS,Transition,4,5,U,DEAD,5,
LS,Transition,4,5,U,WATER,100,
LS,Forest,6,1,U,UNK GRASS,10,
LS,Forest,6,1,U,IVFR,5,
LS,Forest,6,1,U,DEAD,10,
LS,Forest,6,1,U,RHCO,5,
LS,Forest,6,1,U,HYDR,5,
LS,Forest,6,1,U,KOVI,5,
LS,Forest,6,1,U,BARE,20,
LS,Forest,6,1,U,WATER,50,
LS,Forest,6,2,U,SPCY,5,
LS,Forest,6,2,U,UNK GRASS,5,
LS,Forest,6,2,U,BAHA,5,
LS,Forest,6,2,U,BARE,10,
LS,Forest,6,2,U,WATER,75,
LS,Forest,6,3,U,KOVI,5,
LS,Forest,6,3,U,UNK GRASS,15,
LS,Forest,6,3,U,RUAR,5,
LS,Forest,6,3,U,CLJA,40,
LS,Forest,6,3,U,BARE,50,
LS,Forest,6,3,U,DEAD,5,
LS,Forest,6,4,U,UNK GRASS,20,
LS,Forest,6,4,U,IVFR,5,
LS,Forest,6,4,U,KOVI,5,
LS,Forest,6,4,U,CLJA,50,
LS,Forest,6,4,U,DEAD,10,
LS,Forest,6,4,U,BARE,35,
LS,Forest,6,5,U,SPCY,5,
LS,Forest,6,5,U,UNK GRASS,5,
LS,Forest,6,5,U,BARE,5,
LS,Forest,6,5,U,WATER,90,
MA,Forest,5,1,O,PEPA,10,
MA,Forest,5,1,U,LYLU,40,
MA,Forest,5,1,U,MAVI,10,
MA,Forest,5,2,U,LYLU,40,
MA,Forest,5,2,U,FERN,5,"Convert to 4 letter code, OSRE?"
MA,Forest,5,2,U,ILGL,5,
MA,Forest,5,2,U,Gylussacia,5,Convert to 4 letter code
MA,Forest,5,3,O,PEPA,50,
MA,Forest,5,3,U,FERN,5,"Convert to 4 letter code, OSRE?"
MA,Forest,5,3,U,LYLU,30,
MA,Forest,5,4,U,LYLU,55,
MA,Forest,5,4,O,PEPA,5,
MA,Forest,5,4,O,PITA,10,
MA,Forest,5,4,U,SMIL,15,
MA,Forest,5,4,U,FERN,5,"Convert to 4 letter code, OSRE?"
MA,Forest,5,4,U,PEPA,10,
MA,Forest,5,5,O,PEPA,20,
MA,Forest,5,5,U,LYLU,20,
MA,Forest,5,5,U,FERN,5,"Convert to 4 letter code, OSRE?"
MA,Transition,5,1,U,CLJA,90,
MA,Transition,5,1,U,WOVI,10,
MA,Transition,5,1,U,MYCE,10,
MA,Transition,5,1,U,TORA,10,
MA,Transition,5,2,U,CLJA,60,
MA,Transition,5,2,U,MYCE,20,
MA,Transition,5,2,U,WOVI,5,
MA,Transition,5,2,U,TORA,10,
MA,Transition,5,3,U,CLJA,70,
MA,Transition,5,3,U,WOVI,5,
MA,Transition,5,3,U,TORA,10,
MA,Transition,5,3,U,MYCE,5,
MA,Transition,5,4,U,CLJA,90,
MA,Transition,5,4,U,WOVI,5,
MA,Transition,5,4,U,PEPA,5,
MA,Transition,5,4,U,MYCE,5,
MA,Transition,5,4,U,TORA,5,
MA,Transition,5,5,U,CLJA,80,
MA,Transition,5,5,U,TORA,20,
MA,Transition,5,5,U,MYCE,20,
MA,Transition,7,1,U,MYCE,35,
MA,Transition,7,1,U,WOVI,5,
MA,Transition,7,1,U,TORA,5,
MA,Transition,7,1,U,CLJA,70,
MA,Transition,7,2,U,CLJA,85,
MA,Transition,7,2,U,TORA,5,
MA,Transition,7,2,U,WOVI,5,
MA,Transition,7,2,U,MYCE,5,
MA,Transition,7,3,U,MYCE,10,
MA,Transition,7,3,U,JURO,25,
MA,Transition,7,3,U,CLJA,40,
MA,Transition,7,3,U,TORA,10,
MA,Transition,7,3,U,WOVI,5,
MA,Transition,7,4,U,CLJA,90,
MA,Transition,7,4,U,MYCE,5,
MA,Transition,7,4,U,TORA,5,
MA,Transition,7,5,U,CLJA,95,
MA,Transition,7,5,U,TORA,5,
MA,Transition,7,5,U,MYCE,5,
MA,Forest,10,1,U,WOVI,60,
MA,Forest,10,1,U,DEAD,10,
MA,Forest,10,1,U,LYLU,15,
MA,Forest,10,1,U,ILGL,10,
MA,Forest,10,1,U,BARE,15,
MA,Forest,10,1,U,WATER,10,
MA,Forest,10,1,U,UNKN,5,"Alternate, serrate leaves"
MA,Forest,10,1,O,PEPA,30,
MA,Forest,10,2,U,WOVI,35,
MA,Forest,10,2,U,DEAD,20,
MA,Forest,10,2,U,BARE,5,
MA,Forest,10,2,U,LYLU,10,
MA,Forest,10,2,U,PEPA,5,
MA,Forest,10,2,O,PEPA,5,
MA,Forest,10,3,U,LYLU,15,
MA,Forest,10,3,U,WOVI,25,
MA,Forest,10,3,U,DEAD,5,
MA,Forest,10,3,U,BARE,20,
MA,Forest,10,4,U,WOVI,60,
MA,Forest,10,4,U,DEAD,30,
MA,Forest,10,4,U,MYCE,20,
MA,Forest,10,4,U,ACRU,5,
MA,Forest,10,4,U,UNKN 2,5,"Narrow, tappered leaves"
MA,Forest,10,4,U,MAVI,5,
MA,Forest,10,5,U,WOVI,75,
MA,Forest,10,5,U,ILGL,15,
MA,Forest,10,5,U,BARE,10,
MA,Forest,10,5,U,WATER,5,
MA,Forest,10,5,U,LYLU,5,
MA,Forest,10,5,U,DEAD,10,
MA,Forest,2,1,U,WOVI,30,
MA,Forest,2,1,U,LYLU,40,
MA,Forest,2,1,U,DEAD,20,
MA,Forest,2,1,U,ILGL,10,
MA,Forest,2,1,U,MYCE,5,
MA,Forest,2,1,U,BARE,10,
MA,Forest,2,1,O,PEPA,30,
MA,Forest,2,2,U,WOVI,60,
MA,Forest,2,2,U,PISE,10,
MA,Forest,2,2,U,ILGL,10,
MA,Forest,2,2,U,TLRA,5,
MA,Forest,2,2,U,ACRU,5,
MA,Forest,2,2,U,DEAD,20,
MA,Forest,2,2,U,BARE,10,
MA,Forest,2,3,U,WOVI,80,
MA,Forest,2,3,U,OSRE,5,
MA,Forest,2,3,U,PEPA,5,
MA,Forest,2,3,U,ACRU,5,
MA,Forest,2,3,U,LYLU,10,
MA,Forest,2,3,O,NYBI,30,
MA,Forest,2,4,U,UNKN 2 ,5,
MA,Forest,2,4,U,TORA,15,
MA,Forest,2,4,U,LYLU,10,
MA,Forest,2,4,U,WOVI,20,
MA,Forest,2,4,U,DEAD,15,
MA,Forest,2,4,U,WATER,10,
MA,Forest,2,4,U,BARE,15,
MA,Forest,2,5,U,WOVI,65,
MA,Forest,2,5,U,UNKN 2 ,5,
MA,Forest,2,5,U,DEAD,20,
MA,Forest,2,5,U,OSRE,5,
MA,Transition,3,1,U,OSRE,15,
MA,Transition,3,1,U,TORA,5,
MA,Transition,3,1,U,ROSA,5,
MA,Transition,3,1,U,CLJA,60,
MA,Transition,3,1,U,DEAD,10,
MA,Transition,3,1,U,MYCE,5,
MA,Transition,3,2,U,OSRE,20,
MA,Transition,3,2,U,RUAR,5,
MA,Transition,3,2,U,CLJA,15,
MA,Transition,3,2,U,JURO,60,
MA,Transition,3,2,U,DEAD,10,
MA,Transition,3,2,U,TORA,5,
MA,Transition,3,3,U,BAHA,5,
MA,Transition,3,3,U,OSRE,15,
MA,Transition,3,3,U,CLJA,15,
MA,Transition,3,3,U,DEAD,65,
MA,Transition,3,4,U,BAHA,5,
MA,Transition,3,4,U,CLJA,15,
MA,Transition,3,4,U,JURO,90,
MA,Transition,3,4,U,DEAD,20,
MA,Transition,3,5,U,MYCE,5,
MA,Transition,3,5,U,BAHA,5,
MA,Transition,3,5,U,OSRE,5,
MA,Transition,3,5,U,TORA,5,
MA,Transition,3,5,U,CLJA,30,
MA,Transition,3,5,U,DEAD,30,
MA,Transition,3,5,U,BARE,25,
MA,Transition,2,1,U,OSRE,20,
MA,Transition,2,1,U,TORA,5,
MA,Transition,2,1,U,JURU,25,
MA,Transition,2,1,U,CLJA,30,
MA,Transition,2,1,U,DEAD,10,
MA,Transition,2,1,U,BARE,5,
MA,Transition,2,1,U,PAQU,5,
MA,Transition,2,2,U,OSRE,20,
MA,Transition,2,2,U,TORA,15,
MA,Transition,2,2,U,CLJA,25,
MA,Transition,2,2,U,JURO,75,
MA,Transition,2,3,U,TORA,5,
MA,Transition,2,3,U,OSRE,10,
MA,Transition,2,3,U,JURO,40,
MA,Transition,2,3,U,CLJA,50,
MA,Transition,2,3,U,DEAD,5,
MA,Transition,2,4,U,OSRE,15,
MA,Transition,2,4,U,TORA,5,
MA,Transition,2,4,U,CLJA,70,
MA,Transition,2,4,U,DEAD,15,
MA,Transition,2,4,U,BARE,5,
MA,Transition,2,5,U,TORA,10,
MA,Transition,2,5,U,OSRE,15,
MA,Transition,2,5,U,MYCE,10,
MA,Transition,2,5,U,CLJA,30,
MA,Transition,2,5,U,JURO,50,
MA,Transition,2,5,U,DEAD,30,
MA,Transition,1,1,U,TORA,10,
MA,Transition,1,1,U,OSRE,25,
MA,Transition,1,1,U,BAHA,5,
MA,Transition,1,1,U,JURO,20,
MA,Transition,1,1,U,CLJA,30,
MA,Transition,1,1,U,DEAD,35,
MA,Transition,1,2,U,OSRE,40,
MA,Transition,1,2,U,TORA,25,
MA,Transition,1,2,U,CLJA,15,
MA,Transition,1,2,U,JURO,10,
MA,Transition,1,2,U,EAHA,10,
MA,Transition,1,2,U,DEAD,20,
MA,Transition,1,2,U,BARE,5,
MA,Transition,1,3,U,OSRE,40,
MA,Transition,1,3,U,TORA,5,
MA,Transition,1,3,U,BAHA,5,
MA,Transition,1,3,U,CLJA,30,
MA,Transition,1,3,U,DEAD,20,
MA,Transition,1,4,U,TORA,5,
MA,Transition,1,4,U,OSRE,30,
MA,Transition,1,4,U,JURO,20,
MA,Transition,1,4,U,CLJA,30,
MA,Transition,1,4,U,EAHA,5,
MA,Transition,1,4,U,DEAD,30,
MA,Transition,1,4,U,BARE,5,
MA,Transition,1,5,U,OSRE,30,
MA,Transition,1,5,U,BAHA,15,
MA,Transition,1,5,U,CLJA,15,
MA,Transition,1,5,U,MYCE,5,
MA,Transition,1,5,U,TORA,5,
MA,Transition,1,5,U,PEPA,10,
MA,Transition,1,5,U,DEAD,10,
MA,Transition,1,5,U,BARE,10,
MA,Marsh,3,1,U,JURO,95,
MA,Marsh,3,1,U,CLJA,5,
MA,Marsh,3,2,U,OSRE,5,
MA,Marsh,3,2,U,CLJA,60,
MA,Marsh,3,2,U,DEAD,40,
MA,Marsh,3,3,U,CLJA,5,
MA,Marsh,3,3,U,TORA,5,
MA,Marsh,3,3,U,OSRE,15,
MA,Marsh,3,3,U,JURO,80,
MA,Marsh,3,3,U,DEAD,20,
MA,Marsh,3,4,U,CLJA,80,
MA,Marsh,3,4,U,OSRE,10,
MA,Marsh,3,4,U,DEAD,40,
MA,Marsh,3,4,U,WATER,5,
MA,Marsh,3,5,U,Typha,10,
MA,Marsh,3,5,U,JURO,30,
MA,Marsh,3,5,U,CLJA,20,
MA,Marsh,3,5,U,DEAD,30,
MA,Marsh,3,5,U,WATER,30,
MA,Marsh,11,1,U,TORA,5,
MA,Marsh,11,1,U,CLJA,15,
MA,Marsh,11,1,U,OSRE,25,
MA,Marsh,11,1,U,DEAD,20,
MA,Marsh,11,1,U,WATER,25,
MA,Marsh,11,2,U,TORA,5,
MA,Marsh,11,2,U,OSRE,20,
MA,Marsh,11,2,U,CLJA,15,
MA,Marsh,11,2,U,JURO,15,
MA,Marsh,11,2,U,DEAD,20,
MA,Marsh,11,2,U,BARE,5,
MA,Marsh,11,2,U,WATER,20,
MA,Marsh,11,3,U,OSRE,10,
MA,Marsh,11,3,U,MYCE,10,
MA,Marsh,11,3,U,CLJA,5,
MA,Marsh,11,3,U,JURO,85,
MA,Marsh,11,4,U,CLJA,5,
MA,Marsh,11,4,U,TORA,10,
MA,Marsh,11,4,U,OSRE,10,
MA,Marsh,11,4,U,DEAD,10,
MA,Marsh,11,4,U,JURO,35,
MA,Marsh,11,4,U,WATER,35,
MA,Marsh,11,4,U,BARE,5,
MA,Marsh,11,4,U,UNKN 1,5,"Herbaceous, mostly leaf"
MA,Marsh,11,5,U,CLJA,10,
MA,Marsh,11,5,U,OSRE,5,
MA,Marsh,11,5,U,RUAR,5,
MA,Marsh,11,5,U,DEAD,50,
MA,Marsh,11,5,U,WATER,25,
MA,Transition,6,1,U,TORA,10,
MA,Transition,6,1,U,SMIL,15,
MA,Transition,6,1,U,PEPA,5,
MA,Transition,6,1,U,CLJA,95,
MA,Transition,6,2,U,TORA,55,
MA,Transition,6,2,U,OSRE,25,
MA,Transition,6,2,U,MYCE,5,
MA,Transition,6,2,U,BARE,15,
MA,Transition,6,3,U,OSRE,40,
MA,Transition,6,3,U,CLJA,35,
MA,Transition,6,3,U,CAHA,15,
MA,Transition,6,3,U,BARE,5,
MA,Transition,6,4,U,TORA,20,
MA,Transition,6,4,U,DEAD,20,
MA,Transition,6,4,U,CLJA,60,
MA,Transition,6,4,U,BARE,10,
MA,Transition,6,4,U,S....,5,"Serrate, Ericaceae"
MA,Transition,6,5,U,ROSA,10,
MA,Transition,6,5,U,OSRE,65,
MA,Transition,6,5,U,PEPA,5,
MA,Transition,6,5,U,WATER,5,
MA,Transition,6,5,U,BARE,5,
MA,Transition,6,5,U,MYCE,15,
MA,Transition,4,1,U,OESP,5,sundrops
MA,Transition,4,1,U,CLJA,10,
MA,Transition,4,1,U,WATER,95,
MA,Transition,4,2,U,JURO,90,
MA,Transition,4,2,U,WATER,20,
MA,Transition,4,3,U,JURO,35,
MA,Transition,4,3,U,CLJA,10,
MA,Transition,4,3,U,DEAD,20,
MA,Transition,4,3,U,BARE,10,
MA,Transition,4,3,U,TORA,5,
MA,Transition,4,3,U,MYCE,5,
MA,Transition,4,4,U,OSRE,40,
MA,Transition,4,4,U,CENT,5,
MA,Transition,4,4,U,CLJA,20,
MA,Transition,4,4,U,WATER,30,
MA,Transition,4,4,U,UNKN 3,5,
MA,Transition,4,4,U,OESP,5,sundrops
MA,Transition,4,4,U,DEAD,15,
MA,Transition,4,4,U,MICR,5,
MA,Transition,4,5,U,CLJA,15,
MA,Transition,4,5,U,DEAD,5,
MA,Transition,4,5,U,OSRE,5,
MA,Transition,4,5,U,WATER,55,
MA,Marsh,4,1,U,JURO,100,
MA,Marsh,4,2,U,JURO,100,
MA,Marsh,4,3,U,JURO,100,
MA,Marsh,4,4,U,WRACK,60,
MA,Marsh,4,4,U,JURO,40,
MA,Marsh,4,5,U,JURO,95,
MA,Marsh,4,5,U,WATER,5,
MA,Marsh,7,1,U,JURO,100,
